away_team,home_team,map,away_main_dps_kills,away_main_dps_deaths,away_main_dps_ults,away_main_dps_kdr,away_flex_dps_kills,away_flex_dps_deaths,away_flex_dps_ults,away_flex_dps_kdr,away_main_support_kills,away_main_support_deaths,away_main_support_ults,away_main_support_kdr,away_flex_support_kills,away_flex_support_deaths,away_flex_support_ults,away_flex_support_kdr,away_main_tank_kills,away_main_tank_deaths,away_main_tank_ults,away_main_tank_kdr,away_flex_tank_kills,away_flex_tank_deaths,away_flex_tank_ults,away_flex_tank_kdr,home_main_dps_kills,hom_main_dps_deaths,hom_main_dps_ults,hom_main_dps_kdr,home_flex_dps_kills,hom_flex_dps_deaths,hom_flex_dps_ults,hom_flex_dps_kdr,home_main_support_kills,hom_main_support_deaths,hom_main_support_ults,hom_main_support_kdr,home_flex_support_kills,hom_flex_support_deaths,hom_flex_support_ults,hom_flex_support_kdr,home_main_tank_kills,hom_main_tank_deaths,hom_main_tank_ults,hom_main_tank_kdr,home_flex_tank_kills,hom_flex_tank_deaths,hom_flex_tank_ults,hom_flex_tank_kdr,away_team_goats,away_team_Winston_goats,away_team_sombra_goats,away_team_ana_goats,away_team_dive,away_team_wrecking_crew,home_team_goats,home_team_Winston_goats,home_team_sombra_goats,home_team_ana_goats,home_team_dive,home_team_wrecking_crew
VAN, SHD,2,7,2,3,+3,5,0,2,+1,6,3,3,0,8,0,2,+1,1,0,2,+1,8,1,2,+1,4,6,2,-1,0,6,3,-2,0,7,2,-3,1,6,3,0,1,5,2,0,0,5,2,-1,1.0,0.0,0,0,0.0,0.0,0.0,6.0,6.0,6.0,-6.0,6.0
VAN, SHD,3,15,3,6,+2,6,6,5,-1,10,6,6,+4,10,4,4,0,7,1,4,+2,10,4,5,+1,7,11,5,0,2,12,4,-2,7,11,3,-4,3,9,4,-2,3,5,3,0,2,10,5,0,1.0,-0.038,0,0.022,0.038,-0.036,0.0,5.018,5.018,5.018,-5.018,5.509
VAN,SHD,4,8,9,4,-2,7,8,4,-2,7,9,5,0,8,1,4,+3,2,4,4,0,4,5,6,0,8,7,5,-1,8,7,5,-1,6,8,4,-1,9,4,3,+1,0,3,6,0,4,6,4,0,0.165,-0.07,0,0,0.863,-0.534,0.0,0.0,0,0,1.2,-1.2
HOU,BOS,1,5,0,5,+2,6,2,4,0,11,0,4,+3,9,1,4,0,1,2,3,0,2,1,3,0,2,7,2,0,1,6,3,0,0,9,2,-2,1,5,2,0,1,6,2,-1,1,4,3,-2,0.0,0.461,0,0,0.0,0.0,0.539,0.461,0,0.539,0.0,-0.0
HOU,BOS,2,8,8,8,+2,8,7,9,0,9,9,9,-2,14,6,8,+4,3,8,7,-3,6,7,9,+1,8,7,10,0,6,11,10,-3,7,11,9,-1,11,6,11,+5,4,7,6,-2,9,6,7,-1,1.0,-0.039,0,0,0.039,-0.039,0.982,0.018,0,0.012,-0.018,0.02
HOU,BOS,3,12,7,9,+1,8,8,9,0,6,13,6,-1,5,9,8,+2,3,8,6,-1,5,10,7,-2,12,6,6,-1,7,7,6,-1,12,9,8,0,12,6,5,+5,8,6,6,-2,4,4,10,0,0.502,0.252,0,0,0.065,0.056,0.839,0.071,0,0.008,0.09,-0.069
HOU,BOS,4,12,2,10,+3,12,8,9,-1,10,9,7,+1,12,2,10,+3,14,7,5,+1,5,6,6,0,3,10,6,0,8,8,10,+3,7,15,8,-3,10,10,7,+2,6,11,4,-3,6,11,6,-3,0.494,0.349,0.297,0.356,0.157,-0.157,0.443,0.496,0,0.242,0.059,-0.059
HOU,BOS,5,5,3,7,+1,3,7,4,-3,7,8,5,+1,9,4,4,+1,8,6,5,+1,2,7,5,-1,3,6,5,-2,2,7,7,-2,7,7,5,-1,12,5,5,+5,4,5,5,+1,8,6,6,-1,0.643,-0.182,0,0,0.27,-0.27,0.73,0.27,0,0,-0.0,0.0
PHI,ATL,1,15,9,6,+1,5,8,7,-4,9,11,3,0,9,5,6,+1,5,5,6,+1,5,11,7,-2,9,8,7,+3,6,9,6,-2,12,11,5,0,8,6,7,+2,7,8,6,-1,8,8,7,+1,0.561,-0.188,0,0,0.254,0.037,0.606,-0.285,0,0,0.342,-0.078
PHI,ATL,2,9,3,5,0,7,6,5,-1,6,5,6,0,6,2,4,+1,5,4,3,+1,4,4,6,+1,8,6,5,+2,3,6,5,-2,9,8,6,0,1,4,3,0,2,5,4,-1,1,8,5,-1,0.781,0.219,0.002,0,0.0,0.0,1.0,0.0,0,0,0.0,0.0
PHI,ATL,3,13,9,9,+1,9,13,6,-1,13,10,8,+3,15,10,7,+2,8,10,5,-2,9,8,11,0,15,12,7,-2,8,12,7,+2,8,13,6,0,11,10,6,+3,6,12,5,-2,10,14,8,-4,0.287,0.592,0,0,0.058,-0.024,0.969,0.028,0,0.024,-0.028,0.052
PHI,ATL,4,8,3,4,-2,6,3,5,0,12,4,5,+3,9,5,3,+3,6,6,3,-1,4,4,5,0,6,7,4,+1,1,10,5,-3,0,5,5,-1,3,5,4,0,3,10,3,0,12,8,4,0,0.419,0.566,0.002,0,0.015,-0.007,1.0,-0.016,0,0,0.016,-0.008
PHI,ATL,5,11,9,6,+1,6,9,7,-1,7,12,5,-1,11,3,4,0,9,9,5,-1,6,10,7,0,10,9,8,0,9,9,8,-1,6,10,7,+1,9,6,6,+2,11,9,5,-1,7,9,6,+1,0.362,0.556,0,0,0.083,-0.078,0.479,-0.349,0,0.022,0.449,-0.336
SFS,GLA,1,9,6,7,+1,4,6,7,-1,13,5,7,+2,13,5,5,+1,2,5,6,0,1,7,7,-1,6,6,8,+1,2,10,6,-6,8,8,8,-1,3,5,6,+1,9,7,6,+2,5,9,9,+1,0.371,0.198,0,0,0.146,-0.146,0.446,0.317,0,0.006,0.238,-0.202
SFS,GLA,2,2,9,6,-4,1,8,6,-2,7,10,5,-1,2,6,4,-2,0,6,4,0,1,3,8,0,5,3,8,0,3,3,8,+1,8,2,8,+2,9,1,6,+1,8,2,4,+1,9,2,8,+4,1.0,0.0,0.104,0.004,0.0,0.0,1.0,0.0,0,0,0.0,0.0
SFS,GLA,3,9,11,7,0,7,8,9,+1,3,12,7,-3,6,8,7,0,1,6,8,-2,3,6,9,0,12,6,9,0,9,7,9,+4,8,7,8,-2,9,2,7,0,6,4,5,+1,7,3,8,+1,0.624,-0.316,0,0,0.39,-0.285,0.338,0.469,0,0.026,0.194,-0.184
SFS,GLA,4,14,4,10,+3,7,8,10,+1,7,7,8,-3,14,4,8,+3,2,6,7,0,4,4,12,+3,6,5,10,+2,3,10,11,-5,4,9,12,-3,7,7,10,+4,6,10,6,-4,5,7,10,-1,1.0,-0.001,0,0.113,0.001,-0.0,0.998,-0.002,0.092,0,0.002,-0.002
SFS,GLA,5,8,8,6,+2,4,10,5,0,6,8,6,0,7,5,6,+2,6,7,4,0,3,9,4,-1,12,5,5,-2,8,6,7,-1,9,7,5,0,6,5,5,+1,5,4,4,+1,5,7,7,-2,0.476,0.08,0.502,0,-0.08,0.302,0.363,0.114,0,0,0.523,-0.523
SEO,DAL,1,5,5,6,+1,2,9,5,-1,10,8,4,0,6,5,4,-3,3,5,2,0,1,4,5,-1,15,4,4,0,2,6,4,0,9,5,5,+2,6,4,6,0,0,4,3,0,5,6,5,+2,0.729,0.271,0.461,0,0.0,0.0,0.803,-0.003,0.8,0,0.003,0.189
SEO,DAL,2,5,13,9,-1,5,13,9,-1,12,14,9,-3,7,9,9,-1,0,8,4,-3,5,5,9,+1,13,7,10,+3,15,10,9,+4,7,11,7,-4,9,7,8,0,2,5,7,+1,8,9,9,-1,0.914,-0.028,0.643,0.002,0.087,-0.057,0.927,-0.034,0.235,0.14,0.034,-0.0
SEO,DAL,3,13,7,6,+2,3,8,8,-1,4,8,7,0,2,3,7,0,2,6,5,-1,9,6,10,0,9,8,9,+1,3,6,8,0,6,10,6,-5,9,3,9,+2,2,4,5,+1,5,3,9,+1,0.675,0.316,0,0,-0.007,0.007,0.981,0.019,0.114,0.003,-0.019,0.021
SEO,DAL,4,2,4,2,0,1,5,2,-2,0,5,2,0,3,1,2,+1,0,3,1,0,3,6,2,-1,5,2,2,+1,4,1,3,0,6,0,4,+1,6,2,3,+1,0,3,1,0,3,1,2,-1,0.943,0.057,0,0.023,0.0,0.011,1.0,0.0,0.235,0,0.0,0.0
WAS,LDN,1,7,7,4,-3,5,4,4,+1,4,7,4,+1,6,4,3,+3,3,5,4,-1,3,7,5,-2,7,6,7,+1,7,3,5,0,6,7,6,-1,5,3,6,+1,2,4,3,-2,7,4,5,+2,0.979,-0.345,0,0,0.345,-0.1,0.211,0.002,0.071,0,-0.002,0.698
WAS,LDN,2,7,10,7,+1,5,7,7,+1,5,10,8,-3,3,8,6,+1,4,5,6,0,3,6,9,0,10,3,10,+1,4,4,10,+1,9,7,7,-2,10,4,6,+1,4,3,5,+1,10,5,9,-2,0.677,0.323,0,0,-0.005,0.005,0.81,0.19,0,0.077,0.077,-0.077
WAS,LDN,3,7,6,7,-1,1,9,6,-2,1,12,6,-4,4,7,6,+2,2,7,6,-1,4,7,8,0,7,2,8,+2,3,3,9,0,13,5,8,0,11,2,6,+4,4,3,5,+2,8,3,7,-2,0.973,0.018,0.026,0,-0.018,0.023,0.548,0.452,0,0,0.0,0.0
WAS,LDN,4,3,6,7,+1,1,4,6,-1,6,11,5,-5,4,7,4,0,3,6,6,+1,0,8,8,-2,8,1,9,+2,9,4,8,+3,10,4,7,0,4,2,6,0,3,3,4,0,6,4,5,+1,1.0,-0.009,0,0,0.009,-0.004,1.0,0.0,0.011,0,0.0,0.005
WAS,LDN,5,3,6,4,0,2,6,5,-2,2,8,4,-3,2,4,4,+1,2,7,4,+1,5,5,6,+1,10,2,7,0,4,3,6,0,6,3,5,+1,8,1,4,0,4,3,4,-1,4,4,3,+2,0.446,0.554,0,0,-0.062,0.062,0.446,0.554,0,0,-0.0,0.0
PHI,FLA,1,8,6,4,+3,2,6,3,0,5,9,3,-2,6,5,2,0,3,8,3,-1,3,5,2,0,5,5,3,+2,5,4,4,-1,9,7,3,0,9,4,5,+1,2,5,2,-1,7,6,3,-1,0.062,-0.394,0,0,0.806,-0.769,0.034,0.573,0,0,0.375,-0.311
PHI,FLA,2,18,9,8,+2,5,5,6,+1,3,14,7,-5,8,7,7,+2,2,11,3,0,8,6,8,0,12,7,8,+2,11,7,10,+1,11,10,5,-4,12,7,8,+2,1,5,5,-2,3,8,7,0,0.47,0.53,0.003,0.018,-0.022,0.032,0.756,-0.009,0.026,0,0.242,-0.236
PHI,FLA,3,15,7,8,+2,8,11,8,-2,13,12,6,-1,12,7,9,+2,8,9,7,+1,12,9,8,-1,16,9,5,+5,5,12,6,-4,9,16,5,-2,12,8,5,+3,6,9,5,+2,7,14,7,-5,0.467,0.27,0.225,0.041,-0.033,0.292,0.801,0.167,0,0.01,-0.114,0.131
PHI,FLA,4,2,5,4,0,0,4,3,-1,1,6,3,-2,3,4,3,-1,2,5,3,-1,1,5,3,-2,5,1,5,+2,3,1,4,+1,8,2,4,0,6,2,3,+3,1,1,2,0,6,2,3,+1,0.99,0.01,0,0.012,-0.01,0.01,1.0,0.0,0,0.005,0.0,0.0
GZC,DAL,1,8,8,3,+1,10,4,3,0,8,1,4,+2,3,2,2,0,1,4,2,-1,3,3,5,0,7,7,4,0,5,6,4,+1,8,6,3,-1,1,4,3,-1,1,5,2,0,1,7,4,-1,0.0,0.0,0,0,0.0,1.0,0.0,0.0,0,0,0.0,1.0
GZC,DAL,2,4,7,6,0,3,5,6,-1,18,8,6,-1,10,2,6,+4,5,6,3,0,6,7,5,-4,8,9,6,+1,4,9,7,-3,4,7,7,+1,16,7,6,+6,0,6,4,-2,3,8,5,-1,1.0,-0.008,0,0,0.008,-0.008,1.0,0.0,0.319,0,0.0,0.0
GZC,DAL,3,9,0,3,+4,3,0,3,0,4,1,2,0,8,0,3,+2,2,1,2,+2,1,0,4,0,0,4,1,-3,2,5,2,-2,0,6,2,-3,0,3,3,0,0,4,3,0,0,5,4,0,0.0,0.633,0,0,0.367,-0.367,0.267,0.272,0,0.002,0.209,-0.198
GZC,DAL,4,15,7,8,+3,6,5,8,+2,8,8,8,-4,6,5,8,+2,6,7,5,0,9,6,7,0,12,9,7,+4,8,9,7,-3,8,10,6,-4,5,9,6,+1,1,8,6,-1,4,10,8,-1,0.95,-0.06,0.486,0,0.06,-0.03,0.825,-0.166,0.181,0.142,0.166,-0.076
SEO,CDH,1,8,7,4,-1,6,8,6,-2,8,7,5,-1,2,4,4,-1,5,5,3,+1,6,8,4,-4,6,8,5,+1,11,8,7,+2,6,5,6,0,3,4,5,+1,5,6,4,0,8,8,5,+3,0.574,0.426,0.339,0,0.086,-0.086,0.0,0.766,0.106,0,-0.766,0.766
SEO,CDH,2,9,3,5,+3,5,3,5,+1,9,3,3,0,14,1,4,+6,1,4,3,-1,2,4,5,-1,4,7,4,-1,4,7,5,+1,5,8,5,-6,2,4,5,+1,0,7,3,-1,4,7,4,-2,0.382,0.612,0.003,0,0.007,-0.003,0.111,0.235,0,0,-0.235,0.466
SEO,CDH,3,16,6,5,+2,9,5,7,0,5,7,4,-1,11,5,5,+3,2,5,4,0,6,7,7,0,7,8,5,+1,9,11,7,-4,6,9,6,0,6,7,5,+1,5,6,6,-1,2,8,8,-1,0.694,0.025,0,0,0.209,-0.172,0.228,-0.303,0,0,0.303,-0.254
SEO,CDH,4,13,9,6,0,16,10,10,+1,12,12,10,+2,7,5,8,+1,5,9,6,0,6,11,9,0,7,12,8,0,15,13,8,0,11,12,11,-4,8,8,9,0,5,5,6,+1,8,11,8,0,0.696,0.029,0.229,0,0.275,-0.244,0.0,0.472,0,0,-0.472,0.472
ATL,TOR,1,6,11,5,-1,7,12,4,-1,4,10,4,-3,4,3,5,0,4,6,3,-3,4,7,6,-1,12,6,6,0,8,4,5,+2,6,5,4,+1,10,6,5,+3,6,4,3,0,7,4,6,+3,0.519,0.004,0,0,0.046,0.414,0.541,0.027,0,0,-0.0,0.431
ATL,TOR,2,16,5,8,0,5,5,7,0,6,6,7,+1,6,3,5,+1,2,3,4,-1,11,5,6,+3,7,5,6,+2,3,9,5,-2,3,10,4,-4,10,6,5,+3,3,10,3,-3,0,7,7,0,0.759,0.241,0,0.021,-0.0,0.01,0.629,0.371,0,0,-0.0,0.0
ATL,TOR,3,15,13,12,+1,11,11,12,-4,7,11,11,-1,13,5,10,+2,4,7,9,-2,4,7,9,-2,15,11,11,-1,8,11,10,+1,8,12,8,-3,11,6,9,+2,6,10,8,0,8,11,11,+2,0.656,-0.314,0,0,0.323,-0.274,0.936,0.032,0,0,0.021,-0.005
ATL,TOR,4,12,2,7,+2,12,1,7,+4,10,2,8,+4,12,0,6,0,5,2,5,0,4,1,6,-1,4,10,5,-1,0,6,6,-1,1,11,5,-1,2,9,5,-1,1,10,4,-3,0,9,5,-1,1.0,-0.057,0,0,0.057,-0.029,0.993,-0.007,0,0,0.007,0.0
NYE,VAL,1,4,5,4,-1,1,6,5,-3,3,7,6,0,4,5,3,0,1,3,3,0,2,7,4,-2,9,2,6,+2,2,3,6,-1,8,4,5,+2,8,1,4,+2,0,2,3,0,5,2,4,+1,1.0,0.0,0,0,0.0,0.0,1.0,0.0,0,0,0.0,0.0
NYE,VAL,2,8,3,6,+1,3,3,4,-1,10,3,6,0,13,2,6,+4,4,0,3,0,4,2,5,-1,2,7,4,0,1,8,5,-1,0,9,3,-2,2,4,3,-1,3,6,2,-1,5,8,5,+2,1.0,0.0,0,0.008,0.0,0.004,0.922,0.078,0.002,0,0.0,-0.0
NYE,VAL,3,4,5,4,+1,7,6,4,0,4,5,4,-1,7,6,4,0,0,6,3,-2,2,4,6,-2,2,5,4,0,5,2,5,0,8,5,4,+1,8,1,3,0,0,4,3,-1,4,4,6,+2,0.505,0.093,0,0.009,0.022,0.311,0.62,0.358,0,0,0.022,-0.022
NYE,VAL,4,8,4,7,-1,7,6,6,+1,6,3,7,0,10,4,7,+1,1,3,5,-1,6,4,7,0,4,7,8,-2,4,7,7,0,5,9,6,0,6,5,6,+3,0,6,6,-1,4,5,9,0,1.0,0.0,0,0,0.0,0.0,1.0,-0.054,0,0.016,0.054,-0.054
NYE,VAL,5,6,0,5,+1,6,2,4,-1,7,4,4,0,15,2,4,+3,3,1,4,0,4,3,5,+1,1,5,5,-2,2,6,4,-1,1,9,3,-2,4,7,3,0,2,7,4,-1,2,8,4,+2,0.53,0.47,0,0,-0.0,0.0,0.317,0.683,0.014,0,-0.0,0.009
 SHD,BOS,1,6,3,4,-1,11,0,4,+3,7,3,3,0,4,3,3,+1,0,2,3,0,7,4,2,-1,4,4,3,0,3,6,4,0,2,8,2,-2,2,6,2,0,1,5,2,0,1,7,3,0,0.0,2.476,2.476,2.476,-2.476,3.0,0.454,-0.018,0,0,0.565,-0.565
 SHD,BOS,2,16,4,9,+5,10,8,6,-1,12,10,8,-1,8,5,9,0,7,4,5,-1,12,7,7,+2,8,11,6,+2,9,10,7,+1,5,13,6,-5,1,14,4,-1,6,9,5,-1,9,9,7,0,0.0,5.994,5.994,5.994,-5.994,5.994,1.0,-0.006,0.47,0.002,0.006,-0.003
 SHD,BOS,3,11,4,8,+2,10,6,9,+2,16,7,8,+2,8,3,10,+3,1,5,5,-2,11,6,8,+3,9,8,6,+1,4,9,5,-1,4,14,4,-7,6,9,4,0,2,9,4,-2,6,7,10,-1,0.0,6.0,6.0,6.0,-6.0,6.0,0.677,0.281,0,0.034,-0.024,0.032
 SHD,BOS,4,11,1,6,+2,2,2,4,+2,4,6,4,-3,5,1,5,+1,5,0,3,0,3,2,4,+1,0,4,3,0,3,4,5,+1,1,8,4,-4,3,6,3,+1,2,4,3,-1,1,5,4,0,0.0,5.609,5.609,5.609,-5.609,5.609,1.0,-0.018,0,0,0.018,-0.009
HOU,HZS,1,11,3,4,-2,5,3,3,-1,9,0,3,0,11,3,4,-2,3,3,2,0,0,4,3,-3,5,5,5,+1,5,5,5,+1,4,8,2,+3,2,7,2,+1,1,8,1,-1,1,8,2,0,0.0,0.0,0,0,0.0,0.868,0.0,0.0,0,0,1.0,-0.5
HOU,HZS,2,9,8,11,+2,5,11,9,+1,11,11,9,0,9,8,11,+2,5,9,6,-2,6,8,7,+1,15,8,9,-2,9,12,9,-1,8,9,10,-3,12,8,7,+2,6,4,6,0,6,5,11,-1,1.0,-0.001,0.484,0.004,0.001,-0.001,1.0,-0.008,0,0.033,0.008,-0.005
HOU,HZS,3,8,2,5,+2,6,4,6,0,10,3,6,+2,9,3,5,+3,3,5,4,-3,9,4,5,+1,5,7,6,+1,4,9,5,-2,1,11,4,-4,7,6,6,+1,0,5,4,0,4,7,6,-1,0.964,-0.069,0,0,0.069,-0.016,0.343,0.332,0,0,0.004,0.155
HOU,HZS,4,0,3,2,-2,0,2,2,-1,2,4,2,-1,2,2,2,+1,0,3,2,-1,1,3,1,-1,4,1,2,0,6,2,3,+2,4,1,4,+3,0,1,1,0,1,0,1,0,2,0,2,0,0.946,0.054,0,0,-0.003,0.003,1.0,-0.016,0,0,0.016,-0.009
GLA,PAR,1,7,8,5,+1,5,7,8,-2,9,10,6,-2,6,4,6,+1,2,5,5,0,6,8,6,0,4,6,4,-2,4,7,7,0,6,7,5,-2,15,5,5,+4,7,5,4,+2,5,6,5,0,0.604,0.396,0,0,0.0,-0.0,0.604,0.313,0.124,0,0.082,-0.059
GLA,PAR,2,7,6,6,0,4,8,8,-1,3,12,6,-5,9,6,5,0,4,9,3,-3,3,8,7,-1,8,5,7,+2,5,6,7,+2,8,7,8,+1,15,3,6,+4,4,5,5,0,6,5,6,+1,1.0,0.0,0,0,0.0,0.0,0.929,0.071,0,0,-0.0,0.0
GLA,PAR,3,18,9,8,+2,9,12,10,0,8,13,7,-7,11,5,7,+2,3,10,6,-3,2,7,8,-1,7,11,9,+2,11,7,10,+2,10,10,10,+2,14,5,6,+3,5,9,6,-2,10,8,8,0,0.902,-0.081,0,0.035,0.081,-0.026,0.872,0.021,0.087,0.079,-0.021,0.119
GLA,PAR,4,9,9,8,-1,8,11,10,0,11,13,8,+4,17,5,9,+3,5,11,5,-1,9,9,8,-1,8,12,8,-2,6,13,9,-4,10,12,10,+1,13,6,8,+1,7,9,7,+1,14,8,9,-1,1.0,0.0,0,0.032,0.0,0.0,1.0,-0.017,0,0,0.017,0.005
PHI,DAL,1,3,6,2,0,2,5,2,-2,1,6,2,-2,1,4,2,-1,2,2,2,0,3,4,2,0,8,0,3,+1,7,3,3,+1,7,3,2,+3,4,2,2,+1,0,1,2,0,1,3,2,-1,0.666,-0.107,0,0,0.133,0.174,0.45,0.136,0,0,0.414,-0.414
PHI,DAL,2,9,8,8,+2,0,8,8,-1,5,12,5,-1,2,9,6,+1,0,7,5,-1,3,9,8,-2,14,5,8,+2,7,3,11,0,7,6,7,-4,12,0,7,+2,6,1,4,+1,7,4,8,+1,0.804,0.174,0,0.022,0.022,-0.013,0.48,0.52,0,0,0.0,0.0
PHI,DAL,3,12,4,7,+3,7,3,7,0,12,6,6,0,9,2,5,+1,5,4,6,+1,6,5,7,+1,5,7,7,0,0,11,7,-1,5,11,3,-4,4,8,4,-2,3,7,4,+1,8,7,6,0,0.586,0.401,0,0,-0.052,0.052,0.624,0.376,0.013,0.018,-0.12,0.12
PHI,DAL,4,13,13,5,+1,4,14,6,+1,2,16,5,-6,4,8,5,+1,2,9,4,-1,6,14,5,-3,16,4,6,+1,11,6,7,0,18,7,6,+1,7,6,7,+2,8,4,3,0,13,5,6,+3,0.946,0.006,0,0,-0.006,0.03,1.0,0.0,0.899,0,0.0,0.0
VAN,GZC,1,3,7,4,-2,2,6,6,0,3,9,3,-4,1,3,4,-1,3,5,2,-2,2,5,6,0,8,2,4,+1,8,3,6,+5,4,2,6,+2,8,0,6,+2,3,3,4,-1,3,4,5,0,0.144,0.684,0,0,0.171,-0.171,0.528,-0.01,0.518,0.017,0.01,0.297
VAN,GZC,2,2,1,2,+1,1,0,3,0,9,1,2,-1,4,0,2,+2,2,1,2,-1,1,1,3,0,0,2,3,0,0,3,2,-1,0,5,2,0,1,2,2,0,0,4,2,-1,3,3,2,+1,1.0,0.0,0,0,0.0,0.0,1.0,0.0,0,0,0.0,0.0
VAN,GZC,3,7,2,6,-1,4,1,7,0,7,6,7,-1,5,1,3,+3,3,0,4,0,5,2,6,-1,3,4,6,+1,2,6,5,0,2,6,4,-3,3,6,4,+3,0,6,3,-1,2,4,6,0,0.485,0.501,0,0,-0.01,0.015,0.612,0.093,0,0,0.074,0.126
VAN,GZC,4,13,9,7,+6,9,10,10,-1,13,13,11,-3,12,10,7,+2,6,9,6,-3,4,10,9,+1,12,8,10,+1,11,9,8,+2,12,12,10,-2,7,8,10,-1,5,12,6,-3,12,8,11,+1,0.972,0.027,0,0,0.001,-0.001,0.915,0.005,0.717,0.004,-0.005,0.047
VAN,GZC,5,7,5,8,0,10,6,9,+1,10,6,8,-2,8,6,4,+1,4,4,5,0,3,7,8,-1,8,8,6,-2,4,8,7,+1,5,7,7,+1,6,6,6,+1,7,6,5,0,2,7,8,0,0.415,0.11,0,0,0.254,-0.254,0.562,0.338,0.214,0,-0.001,0.099
CDH,FLA,1,7,6,7,-1,8,6,6,-1,10,6,7,-1,13,3,7,+3,1,3,6,0,4,5,7,-2,5,8,7,-1,6,9,5,0,8,8,5,+2,6,6,6,+2,3,4,4,-1,1,8,6,0,0.051,0.645,0,0,-0.645,0.645,0.322,0.368,0,0.048,0.31,-0.179
CDH,FLA,2,7,8,6,0,8,12,7,-1,7,12,7,-5,10,8,5,+3,3,10,5,0,3,6,7,-1,8,7,8,+3,8,7,8,+3,12,7,8,0,9,4,10,+2,3,6,5,-2,2,8,8,0,0.48,0.52,0.317,0.225,-0.52,0.52,0.996,-0.006,0.979,0.454,0.006,-0.006
CDH,FLA,3,8,0,4,+1,10,1,4,+3,2,1,3,0,13,0,2,+2,0,0,3,0,3,0,2,0,0,5,1,-1,0,6,2,-1,0,8,1,-2,0,5,1,-2,1,5,2,0,1,7,2,0,0.0,-0.644,0,0,0.644,-0.312,0.175,0.649,0,0.002,0.175,-0.106
CDH,FLA,4,9,11,7,-2,10,13,7,+2,6,13,5,-4,8,7,8,-1,1,8,7,-2,6,12,6,0,11,7,7,+4,11,4,8,+2,12,11,6,0,14,7,5,+1,7,5,4,+3,5,9,7,-3,0.401,-0.202,0,0.002,0.202,-0.092,0.651,0.296,0.134,0,-0.171,0.171
CDH,FLA,5,4,6,2,0,4,6,2,0,6,6,3,-3,4,6,2,0,1,4,2,0,2,4,4,-2,9,4,4,+1,7,4,6,+3,4,4,6,+1,2,5,4,-2,2,5,2,0,3,5,3,+1,0.0,0.347,0,0,-0.347,0.347,0.0,0.0,0,0,0.0,0.747
HZS,LDN,1,1,5,2,0,0,6,2,-3,0,7,2,-3,1,4,2,0,1,2,2,+1,1,6,3,-1,9,0,4,+2,4,3,3,0,5,1,4,+2,7,0,3,+1,2,0,2,0,3,0,3,+1,0.224,0.37,0,0,0.212,-0.212,0.0,1.0,0,0,0.0,0.0
HZS,LDN,2,5,4,6,+1,3,4,6,+2,3,8,6,-2,5,3,5,+1,2,5,5,-1,1,5,7,-2,8,3,8,+5,3,5,6,0,8,3,7,-1,6,2,5,0,0,6,4,-3,5,5,6,+1,0.686,0.314,0,0.004,0.0,0.002,0.492,0.508,0,0,0.0,0.0
HZS,LDN,3,1,5,2,-2,0,5,3,0,1,6,2,-2,3,3,3,+1,0,2,1,0,0,5,3,-2,8,0,4,+3,2,0,3,0,3,1,3,-1,7,1,2,+3,3,1,1,0,3,1,3,0,0.766,0.234,0.649,0.019,-0.0,0.01,0.35,0.649,0,0,0.0,0.0
HZS,LDN,4,10,2,7,+4,5,4,6,0,5,7,5,+1,11,4,6,+3,4,3,5,0,6,5,7,-2,3,7,7,-2,2,9,6,-4,4,10,6,-3,10,3,5,+1,1,4,5,0,5,9,7,+2,1.0,-0.004,0,0,0.004,-0.002,0.973,0.027,0.008,0.026,0.008,-0.008
NYE,HOU,1,11,2,4,+2,3,3,3,0,7,5,2,-2,7,2,4,+2,1,2,3,0,3,6,4,0,2,5,4,-2,7,5,5,-2,4,5,4,0,4,6,5,+2,0,5,3,0,3,7,3,0,0.103,0.603,0,0,0.294,-0.294,0.222,0.359,0,0,0.419,-0.419
NYE,HOU,2,14,0,5,+2,5,0,4,0,10,2,4,+1,6,0,3,+2,4,0,3,+1,6,0,4,+1,0,6,4,0,1,10,2,-4,0,10,3,-1,0,8,2,0,1,7,2,-2,0,4,4,0,0.99,0.01,0,0.013,-0.01,0.016,1.0,0.0,0,0,0.0,0.0
NYE,HOU,3,9,0,3,+2,5,0,3,0,6,0,4,+1,3,0,3,+1,1,1,2,0,2,3,2,-1,2,4,2,-1,0,4,2,0,0,6,1,-3,1,3,2,0,0,4,1,0,2,5,2,+1,0.346,0.654,0,0,0.0,0.0,0.968,-0.011,0,0.003,0.011,0.005
NYE,HOU,4,14,5,8,+2,8,4,5,-1,13,5,6,+2,6,6,6,+2,2,6,3,-2,7,4,7,+2,4,5,6,0,8,11,6,-4,5,11,4,0,5,6,5,+2,2,8,4,-2,5,8,7,-2,0.88,-0.124,0.654,0,0.124,-0.053,0.838,-0.172,0.163,0.014,0.172,-0.169
TOR,VAL,1,11,6,9,+2,7,7,8,+1,6,6,5,-1,8,4,6,+4,4,5,5,-2,5,4,7,+2,10,6,8,+1,4,8,9,0,3,12,7,-5,4,5,7,0,2,6,4,-2,5,6,8,0,0.651,0.336,0,0,-0.011,0.011,0.617,0.383,0,0.033,-0.0,0.0
